Unnamed: 0,GLOBALEVENTID,SQLDATE,MonthYear,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,domain,Actor1Type1Code_filled,Actor2Type1Code_filled
0,1283198067,20250110,202501,AL QAEDA,,IMG,BENIN,BEN,,1,190,190,19,4,-10.0,10,1,10,-3.62204724409449,Benin,BN,BN,9.5,2.25,https://www.abc.com.py/internacionales/2026/01/10/benin-celebrara-elecciones-legislativas-y-municipales-entre-tension-politica-y-seguridad/,abc.com.py,IMG,STATE
1,1293185721,20250309,202503,,,,NIGERIAN,NGA,,0,190,190,19,4,-10.0,2,1,2,-5.15021459227467,"Borgou, Borgou, Benin",BN,BN10,9.75,2.75,https://allafrica.com/stories/202603090010.html,allafrica.com,UNKNOWN,UNKNOWN
2,1292317038,20250304,202503,PRISONER,,OPP,,,,1,22,22,2,1,3.2,10,1,10,-2.62172284644194,Benin,BN,BN,9.5,2.25,https://lanouvelletribune.info/2026/03/benin-des-fideles-musulmans-implorent-la-clemence-de-talon-pour-reckya-madougou-5-ans-apres-son-arrestation/,lanouvelletribune.info,OPP,UNKNOWN
3,1281664740,20251231,202512,BENIN,BEN,,,,,1,43,43,4,1,2.8,10,1,10,-1.09589041095891,Benin,BN,BN,9.5,2.25,https://www.rewmi.com/koulibaly-la-rdc-va-faire-des-ravages-jen-suis-convaincu/,rewmi.com,STATE,UNKNOWN
6,1281680079,20251231,202512,THE UN,,IGO,,,,0,12,12,1,1,-0.4,1,1,1,-7.81796966161027,Benin,BN,BN,9.5,2.25,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,IGO,UNKNOWN
7,1281667763,20251231,202512,ACTOR,,ELI,,,,0,20,20,2,1,3.0,20,2,20,-3.19705727798214,Benin,BN,BN,9.5,2.25,https://www.leral.net/560-MILLIARDS-MOBILISES-SUR-LE-MARCHE-Succes-technique-contrainte-structurelle_a393187.html,leral.net,ELI,UNKNOWN
8,1281668456,20251231,202512,POLICE,,COP,,,,0,90,90,9,2,-2.0,4,1,4,-5.65428109854608,Benin,BN,BN,9.5,2.25,https://peoplesdailyng.com/between-the-palace-and-the-police-where-does-justice-for-don-pedro-obaseki-lie/,peoplesdailyng.com,COP,UNKNOWN
9,1281664663,20251231,202512,,,,BENIN,BEN,,1,42,42,4,1,1.9,10,1,10,-1.09589041095891,Benin,BN,BN,9.5,2.25,https://www.rewmi.com/koulibaly-la-rdc-va-faire-des-ravages-jen-suis-convaincu/,rewmi.com,UNKNOWN,STATE
10,1281698938,20251231,202512,BENIN,BEN,,BENIN,BEN,MIL,1,190,190,19,4,-10.0,2,1,2,-9.76800976800972,Benin,BN,BN,9.5,2.25,https://www.firstpost.com/world/2025-year-ender-how-coups-conflicts-and-fragile-truces-disrupted-the-global-order-in-2025-ws-e-13937702.html,firstpost.com,STATE,MIL
11,1281698939,20251231,202512,BENIN,BEN,,LIEUTENANT COLONEL,,MIL,1,190,190,19,4,-10.0,8,1,8,-9.76800976800972,Benin,BN,BN,9.5,2.25,https://www.firstpost.com/world/2025-year-ender-how-coups-conflicts-and-fragile-truces-disrupted-the-global-order-in-2025-ws-e-13937702.html,firstpost.com,STATE,MIL
12,1281698940,20251231,202512,BENIN,BEN,MIL,BENIN,BEN,,1,190,190,19,4,-10.0,2,1,2,-9.76800976800972,Benin,BN,BN,9.5,2.25,https://www.firstpost.com/world/2025-year-ender-how-coups-conflicts-and-fragile-truces-disrupted-the-global-order-in-2025-ws-e-13937702.html,firstpost.com,MIL,STATE
13,1281699529,20251231,202512,LIEUTENANT COLONEL,,MIL,BENIN,BEN,,1,190,190,19,4,-10.0,8,1,8,-9.76800976800972,Benin,BN,BN,9.5,2.25,https://www.firstpost.com/world/2025-year-ender-how-coups-conflicts-and-fragile-truces-disrupted-the-global-order-in-2025-ws-e-13937702.html,firstpost.com,MIL,STATE
14,1281719151,20251231,202512,BURKINA FASO,BFA,GOV,MALI,MLI,,0,50,50,5,1,3.5,2,1,2,-5.5640243902439,Burkina Faso,UV,UV,13.0,-2.0,https://foreignpolicy.com/2025/12/31/africa-2026-predictions-elections-ethiopia-insecurity/,foreignpolicy.com,GOV,STATE
15,1281719154,20251231,202512,BURKINA FASO,BFA,GOV,NIGER,NER,,0,50,50,5,1,3.5,2,1,2,-5.5640243902439,Burkina Faso,UV,UV,13.0,-2.0,https://foreignpolicy.com/2025/12/31/africa-2026-predictions-elections-ethiopia-insecurity/,foreignpolicy.com,GOV,STATE
16,1281719566,20251231,202512,MALI,MLI,,BURKINA FASO,BFA,GOV,0,50,50,5,1,3.5,2,1,2,-5.5640243902439,Burkina Faso,UV,UV,13.0,-2.0,https://foreignpolicy.com/2025/12/31/africa-2026-predictions-elections-ethiopia-insecurity/,foreignpolicy.com,STATE,GOV
17,1281719569,20251231,202512,MALI,MLI,,NIGER,NER,,0,50,50,5,1,3.5,2,1,2,-5.5640243902439,Burkina Faso,UV,UV,13.0,-2.0,https://foreignpolicy.com/2025/12/31/africa-2026-predictions-elections-ethiopia-insecurity/,foreignpolicy.com,STATE,STATE
18,1281719581,20251231,202512,NIGER,NER,,BURKINA FASO,BFA,GOV,0,50,50,5,1,3.5,2,1,2,-5.5640243902439,Burkina Faso,UV,UV,13.0,-2.0,https://foreignpolicy.com/2025/12/31/africa-2026-predictions-elections-ethiopia-insecurity/,foreignpolicy.com,STATE,GOV
19,1281719583,20251231,202512,NIGER,NER,,MALI,MLI,,0,50,50,5,1,3.5,2,1,2,-5.5640243902439,Burkina Faso,UV,UV,13.0,-2.0,https://foreignpolicy.com/2025/12/31/africa-2026-predictions-elections-ethiopia-insecurity/,foreignpolicy.com,STATE,STATE
20,1281665043,20251231,202512,CAPTAIN,,MIL,SENEGAL,SEN,,1,10,10,1,1,0.0,10,1,10,-1.09589041095891,Benin,BN,BN,9.5,2.25,https://www.rewmi.com/koulibaly-la-rdc-va-faire-des-ravages-jen-suis-convaincu/,rewmi.com,MIL,STATE
21,1281686235,20251231,202512,SENEGAL,SEN,,BENIN,BEN,,1,20,20,2,1,3.0,10,1,10,-1.0204081632653,Benin,BN,BN,9.5,2.25,https://fr.allafrica.com/view/group/main/main/id/00095248.html,fr.allafrica.com,STATE,STATE
24,1281679676,20251231,202512,BENIN,BEN,,TOGO,TGO,,0,80,80,8,2,5.0,2,1,2,-7.81796966161027,Benin,BN,BN,9.5,2.25,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,STATE,STATE
25,1281679678,20251231,202512,BENIN,BEN,,TOGO,TGO,,0,110,110,11,3,-2.0,2,1,2,-7.81796966161027,Benin,BN,BN,9.5,2.25,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,STATE,STATE
26,1281679680,20251231,202512,ALASSANE SEIDOU,BEN,GOV,GOVERNMENT,BEN,GOV,0,60,60,6,2,6.0,2,1,2,-7.81796966161027,Benin,BN,BN,9.5,2.25,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,GOV,GOV
27,1281680224,20251231,202512,MADAGASCAR,MDG,,BENIN,BEN,,1,110,110,11,3,-2.0,1,1,1,-7.81796966161027,Benin,BN,BN,9.5,2.25,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,UNKNOWN,STATE
28,1281667640,20251231,202512,BENIN,BEN,,UEMOA,WAF,IGO,0,71,71,7,2,7.4,20,2,20,-3.19705727798214,Benin,BN,BN,9.5,2.25,https://www.leral.net/560-MILLIARDS-MOBILISES-SUR-LE-MARCHE-Succes-technique-contrainte-structurelle_a393187.html,leral.net,STATE,IGO
29,1281696726,20251231,202512,BENIN,BEN,,UEMOA,WAF,IGO,0,71,71,7,2,7.4,2,1,2,-2.56410256410257,Benin,BN,BN,9.5,2.25,https://fr.allafrica.com/stories/202512310244.html,fr.allafrica.com,STATE,IGO
30,1281679102,20251231,202512,CHINA,CHN,,BENIN,BEN,,1,61,61,6,2,6.4,10,1,10,0.74626865671642,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,https://www.dw.com/bg/zaso-v-afrika-vse-pomasovo-ucat-kitajski/a-75000032,dw.com,UNKNOWN,STATE
31,1281679679,20251231,202512,BENIN,BEN,,TOGO,TGO,,0,110,110,11,3,-2.0,2,1,2,-7.81796966161027,Benin,BN,BN,9.5,2.25,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,STATE,STATE
32,1281679677,20251231,202512,BENIN,BEN,,TOGO,TGO,,0,80,80,8,2,5.0,2,1,2,-7.81796966161027,Togo,TO,TO,8.0,1.166667,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,STATE,STATE
33,1281679681,20251231,202512,ALASSANE SEIDOU,BEN,GOV,GOVERNMENT,,GOV,0,60,60,6,2,6.0,3,1,3,-7.81796966161027,Togo,TO,TO,8.0,1.166667,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,GOV,GOV
34,1281680223,20251231,202512,MADAGASCAR,MDG,,BENIN,BEN,,1,110,110,11,3,-2.0,4,1,4,-7.81796966161027,"Anadolu, Turkey (general), Turkey",TU,TU00,39.0,35.0,https://www.aa.com.tr/en/africa/year-ender-africa-in-2025-2-military-coups-and-1-failed-attempt/3786062,aa.com.tr,UNKNOWN,STATE
35,1298901629,20250413,202504,INTERNATIONAL MONETARY FUND,,IGO,,,,0,51,51,5,1,3.4,5,1,5,-6.82196339434276,Benin,BN,BN,9.5,2.25,https://allafrica.com/stories/202604130011.html,allafrica.com,IGO,UNKNOWN
40,1285212593,20251223,202512,KAMBA,,,FIGHTER,,UAF,0,190,190,19,4,-10.0,6,1,6,-6.33408071748879,Benin,BN,BN,9.5,2.25,https://punchng.com/counter-terrorism-campaign-fg-moves-to-fast-track-trial-of-5000-insurgents/,punchng.com,UNKNOWN,UAF
41,1292975459,20250307,202503,,,,NIGERIAN,NGA,,1,190,190,19,4,-10.0,10,1,10,-5.81761006289308,"Borgou, Borgou, Benin",BN,BN10,9.75,2.75,http://www.nigeriasun.com/news/278907556/benin-and-nigeria-join-forces-to-fight-growing-cross-border-terrorism,nigeriasun.com,UNKNOWN,UNKNOWN
43,1292755543,20250306,202503,,,,BENIN,BEN,,1,60,60,6,2,6.0,10,1,10,-8.67768595041322,Benin,BN,BN,9.5,2.25,https://www.diariosigloxxi.com/texto-ep/mostrar/20260306085421/mueren-15-militares-ataque-ejecutado-supuestos-yihadistas-contra-puesto-norte-benin,diariosigloxxi.com,UNKNOWN,STATE
44,1292755544,20250306,202503,,,,BENIN,BEN,,1,186,186,18,4,-10.0,10,1,10,-8.67768595041322,Benin,BN,BN,9.5,2.25,https://www.diariosigloxxi.com/texto-ep/mostrar/20260306085421/mueren-15-militares-ataque-ejecutado-supuestos-yihadistas-contra-puesto-norte-benin,diariosigloxxi.com,UNKNOWN,STATE
45,1285138920,20251222,202512,KAMBA,,,FIGHTER,,UAF,0,190,190,19,4,-10.0,6,1,6,-5.68627450980392,Benin,BN,BN,9.5,2.25,https://punchng.com/bello-turji-in-panic-mode-relocating-frequently-military/,punchng.com,UNKNOWN,UAF
46,1289290869,20250215,202502,AFRICA,AFR,CVL,GHANA,GHA,,0,841,84,8,2,7.0,4,1,4,1.21802679658952,Benin,BN,BN,9.5,2.25,https://www.newsghana.com.gh/african-leaders-call-for-political-action-to-accelerate-visa-free-continental-integration/,newsghana.com.gh,CVL,STATE
47,1291356596,20250227,202502,BENIN,BEN,,NIGERIAN,NGA,,0,190,190,19,4,-10.0,2,1,2,-7.40740740740741,"Niamey, Niamey, Niger",NG,NG08,13.5167,2.11667,https://allafrica.com/stories/202602270106.html,allafrica.com,STATE,UNKNOWN
60,1283921640,20250114,202501,AMBASSADOR,,GOV,AMBASSADOR,,GOV,1,50,50,5,1,3.5,10,1,10,-0.29585798816569,Benin,BN,BN,9.5,2.25,https://agenciabrasil.ebc.com.br/internacional/noticia/2026-01/benin-oferece-cidadania-diaspora-africana,agenciabrasil.ebc.com.br,GOV,GOV
62,1296348351,20250327,202503,RADIO STATION,,MED,,,,0,190,190,19,4,-10.0,1,1,1,-0.94637223974763,"Banikoara, Alibori, Benin",BN,BN07,11.2984,2.43856,https://www.swissinfo.ch/eng/war-peace/women-harvest-hope-as-extremist-threat-grows-in-benin/91162140,swissinfo.ch,MED,UNKNOWN
65,1296348347,20250327,202503,BENIN,BEN,,RADIO STATION,,MED,0,190,190,19,4,-10.0,3,1,3,-0.94637223974763,"Banikoara, Alibori, Benin",BN,BN07,11.2984,2.43856,https://www.swissinfo.ch/eng/war-peace/women-harvest-hope-as-extremist-threat-grows-in-benin/91162140,swissinfo.ch,STATE,MED
66,1296348348,20250327,202503,BENIN,BEN,,RADIO STATION,,MED,0,190,190,19,4,-10.0,1,1,1,-0.94637223974763,"Fribourg, Fribourg, Switzerland",SZ,SZ06,46.7957,7.15475,https://www.swissinfo.ch/eng/war-peace/women-harvest-hope-as-extremist-threat-grows-in-benin/91162140,swissinfo.ch,STATE,MED
67,1297200929,20250401,202504,UNITED STATES,USA,,,,,1,10,10,1,1,0.0,4,1,4,-5.55555555555555,Benin,BN,BN,9.5,2.25,https://www.mediapool.bg/vissh-amerikanski-sluzhitel-tvardi-che-e-bil-teleportiran-v-zakusvalnya-news381918.html,mediapool.bg,UNKNOWN,UNKNOWN
68,1299592500,20250416,202504,BENIN,BEN,,REBELLION,,REB,1,100,100,10,3,-5.0,6,1,6,-12.5,Benin,BN,BN,9.5,2.25,https://article.wn.com/view/2026/04/16/Benin_activist_wanted_for_inciting_rebellion_arrested_in_S_A/,article.wn.com,STATE,REB
69,1299547593,20250416,202504,FRANCE,FRA,,MILITARY,BEN,MIL,0,51,51,5,1,3.4,2,1,2,-6.82926829268293,Benin,BN,BN,9.5,2.25,https://www.taipeitimes.com/News/world/archives/2026/04/17/2003855772,taipeitimes.com,STATE,MIL
70,1299547601,20250416,202504,NIGERIA,NGA,,MILITARY,BEN,MIL,0,51,51,5,1,3.4,2,1,2,-6.82926829268293,Benin,BN,BN,9.5,2.25,https://www.taipeitimes.com/News/world/archives/2026/04/17/2003855772,taipeitimes.com,STATE,MIL
71,1299592501,20250416,202504,BENIN,BEN,,RUSSIA,RUS,,1,100,100,10,3,-5.0,4,1,4,-12.5,Benin,BN,BN,9.5,2.25,https://article.wn.com/view/2026/04/16/Benin_activist_wanted_for_inciting_rebellion_arrested_in_S_A/,article.wn.com,STATE,STATE
72,1290920988,20250225,202502,HOSPITAL,,HLH,SCHOOL,,EDU,0,70,70,7,2,7.0,6,1,6,-4.70383275261324,Benin,BN,BN,9.5,2.25,https://dailytrust.com/okpebholo-blames-rift-among-adc-members-for-attack-on-obi/,dailytrust.com,HLH,EDU
74,1290920987,20250225,202502,HOSPITAL,,HLH,SCHOOL,,EDU,0,70,70,7,2,7.0,2,1,2,-4.70383275261324,Benin,BN,BN,9.5,2.25,https://dailytrust.com/okpebholo-blames-rift-among-adc-members-for-attack-on-obi/,dailytrust.com,HLH,EDU
75,1291310458,20250227,202502,BURKINA FASO,BFA,,BENIN,BEN,,1,42,42,4,1,1.9,2,1,2,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,UNKNOWN,STATE
76,1291310478,20250227,202502,NIGER,NER,,BENIN,BEN,,1,42,42,4,1,1.9,4,1,4,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,STATE
77,1291310460,20250227,202502,BURKINA FASO,BFA,,BENIN,BEN,,1,42,42,4,1,1.9,2,1,2,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,UNKNOWN,STATE
78,1291310457,20250227,202502,BURKINA FASO,BFA,,BENIN,BEN,,1,42,42,4,1,1.9,2,1,2,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,UNKNOWN,STATE
79,1291310477,20250227,202502,NIGER,NER,,BENIN,BEN,,1,42,42,4,1,1.9,6,1,6,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,STATE
80,1291310459,20250227,202502,BURKINA FASO,BFA,,BENIN,BEN,,1,42,42,4,1,1.9,4,1,4,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,UNKNOWN,STATE
81,1291310449,20250227,202502,BENIN,BEN,,BURKINA FASO,BFA,,1,43,43,4,1,2.8,2,1,2,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,UNKNOWN
82,1291310453,20250227,202502,BENIN,BEN,,NIGER,NER,,1,43,43,4,1,2.8,6,1,6,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,STATE
83,1291310451,20250227,202502,BENIN,BEN,,BURKINA FASO,BFA,,1,43,43,4,1,2.8,2,1,2,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,UNKNOWN
84,1291310454,20250227,202502,BENIN,BEN,,NIGER,NER,,1,43,43,4,1,2.8,4,1,4,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,STATE
85,1291310455,20250227,202502,BENIN,BEN,,NIGERIAN,NGA,,0,190,190,19,4,-10.0,2,1,2,-5.42005420054201,"Niamey, Niamey, Niger",NG,NG08,13.5167,2.11667,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,UNKNOWN
87,1291310450,20250227,202502,BENIN,BEN,,BURKINA FASO,BFA,,1,43,43,4,1,2.8,4,1,4,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,UNKNOWN
88,1291310452,20250227,202502,BENIN,BEN,,BURKINA FASO,BFA,,1,43,43,4,1,2.8,2,1,2,-5.42005420054201,"Kwara, Tahoua, Niger",NG,NG06,14.1213,5.0281,https://dailytrust.com/nigeria-benin-niger-border-new-hotspot-of-jihadist-violence-study/,dailytrust.com,STATE,UNKNOWN
92,1245340832,20250522,202505,JUDGE,,JUD,SECURITY OFFICIAL,,COP,0,14,14,1,1,0.0,2,1,2,-6.66666666666667,Angola,AO,AO,-12.5,18.5,https://inlandnewstoday.com/story.php?s=77740,inlandnewstoday.com,JUD,COP
101,1245361662,20250522,202505,JUDGE,,JUD,,,,1,841,84,8,2,7.0,10,1,10,-3.22580645161291,Benin,BN,BN,9.5,2.25,https://lanouvelletribune.info/2025/05/benin-richard-boni-ouorou-depose-en-prison-pour-corruption/,lanouvelletribune.info,JUD,UNKNOWN
102,1245361663,20250522,202505,LAWYER,,JUD,,,,1,172,172,17,4,-5.0,10,1,10,-3.22580645161291,Benin,BN,BN,9.5,2.25,https://lanouvelletribune.info/2025/05/benin-richard-boni-ouorou-depose-en-prison-pour-corruption/,lanouvelletribune.info,JUD,UNKNOWN
104,1247646175,20250603,202506,EXPATRIATE,,REF,BENIN,BEN,,1,51,51,5,1,3.4,4,1,4,5.81395348837209,Egypt,EG,EG,27.0,30.0,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,REF,STATE
105,1247646179,20250603,202506,EXPATRIATE,,REF,EGYPT,EGY,,1,51,51,5,1,3.4,8,1,8,5.81395348837209,Benin,BN,BN,9.5,2.25,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,REF,UNKNOWN
106,1247645509,20250603,202506,EGYPT,EGY,,BENIN,BEN,GOV,1,40,40,4,1,1.0,4,1,4,5.81395348837209,Benin,BN,BN,9.5,2.25,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,UNKNOWN,GOV
107,1247646177,20250603,202506,EXPATRIATE,,REF,BENIN,BEN,,1,51,51,5,1,3.4,2,1,2,5.81395348837209,Egypt,EG,EG,27.0,30.0,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,REF,STATE
108,1247646180,20250603,202506,EXPATRIATE,,REF,EGYPT,EGY,,1,51,51,5,1,3.4,2,1,2,5.81395348837209,Benin,BN,BN,9.5,2.25,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,REF,UNKNOWN
109,1247645102,20250603,202506,,,,EGYPT,EGY,,1,40,40,4,1,1.0,5,1,5,5.81395348837209,Benin,BN,BN,9.5,2.25,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,UNKNOWN,UNKNOWN
110,1247646176,20250603,202506,EXPATRIATE,,REF,BENIN,BEN,,1,51,51,5,1,3.4,2,1,2,5.81395348837209,Egypt,EG,EG,27.0,30.0,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,REF,STATE
111,1247645519,20250603,202506,EGYPT,EGY,GOV,BENIN,BEN,GOV,1,40,40,4,1,1.0,1,1,1,5.81395348837209,Benin,BN,BN,9.5,2.25,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,GOV,GOV
112,1247646178,20250603,202506,EXPATRIATE,,REF,BENIN,BEN,,1,51,51,5,1,3.4,2,1,2,5.81395348837209,Egypt,EG,EG,27.0,30.0,https://www.sis.gov.eg/Story/209064/FM-praises-historical-ties-with-Benin,sis.gov.eg,REF,STATE
117,1247623798,20250603,202506,POLICE,,COP,NIGERIA,NGA,,1,173,173,17,4,-5.0,4,1,4,-10.0401606425703,Benin,BN,BN,9.5,2.25,https://punchng.com/police-arrest-dismissed-soldier-over-n920000-pos-fraud-in-niger/,punchng.com,COP,STATE
118,1247624786,20250603,202506,MILITARY,,MIL,NIGERIA,NGA,,1,42,42,4,1,1.9,4,1,4,-10.0401606425703,Benin,BN,BN,9.5,2.25,https://punchng.com/police-arrest-dismissed-soldier-over-n920000-pos-fraud-in-niger/,punchng.com,MIL,STATE
120,1247635560,20250603,202506,BUSINESS,,BUS,BENIN CITY,NGA,,1,42,42,4,1,1.9,5,1,5,-5.06666666666666,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/06/03/soldiers-shot-at-me-during-protest-i-have-hole-in-my-face-abraka-resident-omena/,dailypost.ng,BUS,UNKNOWN
121,1247635561,20250603,202506,BUSINESS,,BUS,BENIN CITY,NGA,,1,42,42,4,1,1.9,2,1,2,-5.06666666666666,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/06/03/soldiers-shot-at-me-during-protest-i-have-hole-in-my-face-abraka-resident-omena/,dailypost.ng,BUS,UNKNOWN
122,1247636308,20250603,202506,BENIN CITY,NGA,,BUSINESS,,BUS,1,43,43,4,1,2.8,2,1,2,-5.06666666666666,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/06/03/soldiers-shot-at-me-during-protest-i-have-hole-in-my-face-abraka-resident-omena/,dailypost.ng,UNKNOWN,BUS
123,1247636307,20250603,202506,BENIN CITY,NGA,,BUSINESS,,BUS,1,43,43,4,1,2.8,5,1,5,-5.06666666666666,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/06/03/soldiers-shot-at-me-during-protest-i-have-hole-in-my-face-abraka-resident-omena/,dailypost.ng,UNKNOWN,BUS
124,1248558842,20250609,202506,COTONOU,BEN,,,,,1,70,70,7,2,7.0,20,1,10,3.26797385620915,Benin,BN,BN,9.5,2.25,https://english.news.cn/20250609/833e6be5b34f41d2a78129282c7e8b99/c.html,english.news.cn,UNKNOWN,UNKNOWN
127,1248560914,20250609,202506,BENIN,BEN,,BENIN CITY,NGA,,1,173,173,17,4,-5.0,2,1,2,-3.35365853658536,Israel,IS,IS,31.5,34.75,https://punchng.com/ndlea-intercepts-drugs-disguised-as-tea-at-lagos-airport/,punchng.com,STATE,UNKNOWN
128,1248556983,20250609,202506,AFRICA,AFR,,US OFFICIAL,USA,GOV,0,40,40,4,1,1.0,2,1,2,-1.63761225567881,Benin,BN,BN,9.5,2.25,https://www.eurasiareview.com/09062025-us-africa-command-set-to-remain-independent-as-trump-names-new-commander-oped/,eurasiareview.com,STATE,GOV
129,1248557466,20250609,202506,US OFFICIAL,USA,GOV,AFRICA,AFR,,0,40,40,4,1,1.0,1,1,1,-1.63761225567881,Benin,BN,BN,9.5,2.25,https://www.eurasiareview.com/09062025-us-africa-command-set-to-remain-independent-as-trump-names-new-commander-oped/,eurasiareview.com,GOV,STATE
130,1248556984,20250609,202506,AFRICA,AFR,,US OFFICIAL,USA,GOV,0,40,40,4,1,1.0,8,1,8,-1.63761225567881,Benin,BN,BN,9.5,2.25,https://www.eurasiareview.com/09062025-us-africa-command-set-to-remain-independent-as-trump-names-new-commander-oped/,eurasiareview.com,STATE,GOV
131,1248557469,20250609,202506,US OFFICIAL,USA,GOV,AFRICA,AFR,,0,40,40,4,1,1.0,1,1,1,-1.63761225567881,Benin,BN,BN,9.5,2.25,https://www.eurasiareview.com/09062025-us-africa-command-set-to-remain-independent-as-trump-names-new-commander-oped/,eurasiareview.com,GOV,STATE
132,1248547619,20250608,202506,BENIN,BEN,,,,,1,42,42,4,1,1.9,10,1,10,-0.99009900990099,Benin,BN,BN,9.5,2.25,https://fr.allafrica.com/stories/202506080145.html,fr.allafrica.com,STATE,UNKNOWN
133,1248547711,20250608,202506,GOVERNMENT,,GOV,,,,1,43,43,4,1,2.8,10,1,10,-0.99009900990099,Benin,BN,BN,9.5,2.25,https://fr.allafrica.com/stories/202506080145.html,fr.allafrica.com,GOV,UNKNOWN
134,1248547620,20250608,202506,BENIN,BEN,,CONGOLESE,COD,,1,42,42,4,1,1.9,10,1,10,-0.99009900990099,"Kouilou, Niari, Congo",CF,CF07,-2.78556,11.8419,https://fr.allafrica.com/stories/202506080145.html,fr.allafrica.com,STATE,UNKNOWN
135,1248547597,20250608,202506,,,,BENIN,BEN,,1,43,43,4,1,2.8,10,1,10,-0.99009900990099,Benin,BN,BN,9.5,2.25,https://fr.allafrica.com/stories/202506080145.html,fr.allafrica.com,UNKNOWN,STATE
